id,english_word,persian_translation,example_sentence,persian_example,phonetic,category,level,created_at,last_reviewed,next_review,ease_factor,repetition,interval,is_favorite
1008,cathedral,کلیسای جامع,"The cathedral is a famous tourist attraction.","کلیسای جامع یک جاذبه گردشگری معروف است.","/kəˈθiː.drəl/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1009,cattle,گاوها,"The cattle are grazing in the field.","گاوها در حال چرا در مزرعه هستند.","/ˈkæt.əl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1010,cause,علت,"The cause of the fire is still unknown.","علت آتش‌سوزی هنوز ناشناخته است.","/kɔːz/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1011,cause,سبب شدن,"Smoking can cause serious health problems.","سیگار کشیدن می‌تواند سبب مشکلات جدی سلامتی شود.","/kɔːz/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1012,caution,احتیاط,"Proceed with caution on this slippery road.","با احتیاط در این جاده لغزنده پیش بروید.","/ˈkɔː.ʃən/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1013,cautious,محتاط,"Be cautious when crossing the street.","در هنگام عبور از خیابان محتاط باشید.","/ˈkɔː.ʃəs/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1014,cave,غار,"They explored a deep cave.","آن‌ها یک غار عمیق را کاوش کردند.","/keɪv/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1015,CD,سی‌دی,"I bought a new music CD.","من یک سی‌دی موسیقی جدید خریدم.","/ˌsiːˈdiː/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1016,CD player,پخش سی‌دی,"The CD player is not working.","پخش سی‌دی کار نمی‌کند.","/ˌsiːˈdiː ˌpleɪ.ər/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1017,CD-ROM,سی‌دی‌رام,"The software is stored on a CD-ROM.","نرم‌افزار روی یک سی‌دی‌رام ذخیره شده است.","/ˌsiː.diːˈrɒm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1018,cease,متوقف کردن,"The rain will cease by noon.","باران تا ظهر متوقف خواهد شد.","/siːs/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1019,ceiling,سقف,"The ceiling is painted white.","سقف سفید رنگ شده است.","/ˈsiː.lɪŋ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1020,celebrate,جشن گرفتن,"They celebrate their anniversary every year.","آن‌ها هر سال سالگرد خود را جشن می‌گیرند.","/ˈsel.ə.breɪt/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1021,celebration,جشن,"The party was a big celebration.","مهمانی یک جشن بزرگ بود.","/ˌsel.əˈbreɪ.ʃən/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1022,celebrity,شخص معروف,"She became a famous celebrity.","او به یک شخص معروف تبدیل شد.","/səˈleb.rə.ti/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1023,cell,سلول,"The human body is made up of many cells.","بدن انسان از سلول‌های بسیاری تشکیل شده است.","/sel/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1024,cellar,زیرزمین,"They store wine in the cellar.","آن‌ها شراب را در زیرزمین نگهداری می‌کنند.","/ˈsel.ər/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1025,cellist,نوازنده ویولن سل,"The cellist performed beautifully.","نوازنده ویولن سل به زیبایی اجرا کرد.","/ˈtʃel.ɪst/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1026,cello,ویولن سل,"She plays the cello in an orchestra.","او در یک ارکستر ویولن سل می‌نوازد.","/ˈtʃel.əʊ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1027,cemetery,قبرستان,"The cemetery is located outside the town.","قبرستان در خارج از شهر قرار دارد.","/ˈsem.ɪ.tri/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1028,cent,سنت,"The candy costs fifty cents.","آب‌نبات پنجاه سنت قیمت دارد.","/sent/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1029,center/centre,مرکز,"The city center is very busy.","مرکز شهر بسیار شلوغ است.","/ˈsen.tər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1030,centigrade,سانتی‌گراد,"Water boils at 100 degrees centigrade.","آب در ۱۰۰ درجه سانتی‌گراد می‌جوشد.","/ˈsen.tɪ.ɡreɪd/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1031,centimeter/centimetre,سانتی‌متر,"The pencil is 15 centimeters long.","مداد ۱۵ سانتیمتر طول دارد.","/ˈsen.tɪˌmiː.tər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1032,central,مرکزی,"The hotel is in a central location.","هتل در یک موقعیت مرکزی قرار دارد.","/ˈsen.trəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1033,central heating,سیستم گرمایش مرکزی,"Our house has central heating.","خانه ما سیستم گرمایش مرکزی دارد.","/ˌsen.trəl ˈhiː.tɪŋ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1034,century,قرن,"We live in the 21st century.","ما در قرن بیست‌ویکم زندگی می‌کنیم.","/ˈsen.tʃər.i/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1035,cereal,غلات,"I eat cereal for breakfast.","من برای صبحانه غلات می‌خورم.","/ˈsɪə.ri.əl/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1036,ceremony,مراسم,"The award ceremony was impressive.","مراسم اهدای جوایز تاثیرگذار بود.","/ˈser.ɪ.mə.ni/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1037,certain,مطمئن,"I'm certain about my decision.","من از تصمیمم مطمئن هستم.","/ˈsɜː.tən/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1038,certainly,قطعاً,"She will certainly come to the party.","او قطعاً به مهمانی خواهد آمد.","/ˈsɜː.tən.li/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1039,certainty,اطمینان,"There's no certainty in life.","در زندگی هیچ اطمینانی وجود ندارد.","/ˈsɜː.tən.ti/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1040,certificate,گواهی,"He received a certificate for his achievement.","او برای دستاوردش یک گواهی دریافت کرد.","/səˈtɪf.ɪ.kət/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1041,certification,گواهی‌نامه,"She got her teaching certification.","او گواهی‌نامه تدریس خود را دریافت کرد.","/ˌsɜː.tɪ.fɪˈkeɪ.ʃən/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1042,certify,تایید کردن,"The document was certified by the lawyer.","سند توسط وکیل تایید شد.","/ˈsɜː.tɪ.faɪ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1043,chain,زنجیر,"She wore a gold chain around her neck.","او یک زنجیر طلا به گردنش انداخته بود.","/tʃeɪn/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1044,chair,صندلی,"Please sit on the chair.","لطفاً روی صندلی بنشین.","/tʃeər/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1045,chairman,رئیس,"The chairman opened the meeting.","رئیس جلسه را آغاز کرد.","/ˈtʃeə.mən/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1046,challenge,چالش,"Learning a new language is a challenge.","یادگیری یک زبان جدید یک چالش است.","/ˈtʃæl.ɪndʒ/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1047,challenge,به چالش کشیدن,"He challenged me to a game.","او مرا به یک بازی دعوت کرد.","/ˈtʃæl.ɪndʒ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1048,challenging,چالش‌برانگیز,"The exam was very challenging.","امتحان بسیار چالش‌برانگیز بود.","/ˈtʃæl.ɪn.dʒɪŋ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1049,champagne,شمپاین,"They celebrated with champagne.","آن‌ها با شمپاین جشن گرفتند.","/ʃæmˈpeɪn/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1050,champion,قهرمان,"She is the world champion.","او قهرمان جهان است.","/ˈtʃæm.pi.ən/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1051,championship,مسابقات قهرمانی,"The championship will be held next month.","مسابقات قهرمانی ماه آینده برگزار می‌شود.","/ˈtʃæm.pi.ən.ʃɪp/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1052,chance,فرصت,"This is a great chance to learn.","این یک فرصت عالی برای یادگیری است.","/tʃɑːns/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1053,chancellor,صدراعظم,"The chancellor announced new policies.","صدراعظم سیاست‌های جدید را اعلام کرد.","/ˈtʃɑːn.sə.lər/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1054,change,تغییر,"Change is necessary for growth.","تغییر برای رشد ضروری است.","/tʃeɪndʒ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1055,change,تغییر دادن,"Can you change the meeting time?","می‌توانی زمان جلسه را تغییر دهی؟","/tʃeɪndʒ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1056,channel,کانال,"I watched the news on this channel.","من اخبار را از این کانال تماشا کردم.","/ˈtʃæn.əl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1057,chaos,آشفتگی,"The protest caused chaos in the city.","اعتراض باعث آشفتگی در شهر شد.","/ˈkeɪ.ɒs/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1058,chaotic,آشفته,"The situation became chaotic.","وضعیت آشفته شد.","/keɪˈɒt.ɪk/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1059,chapter,فصل,"Read the first chapter of the book.","فصل اول کتاب را بخوان.","/ˈtʃæp.tər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False  
1060,character,شخصیت,"The main character is very brave.","شخصیت اصلی بسیار شجاع است.","/ˈkær.ək.tər/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1061,characteristic,ویژگی,"Kindness is her main characteristic.","مهربانی ویژگی اصلی اوست.","/ˌkær.ək.təˈrɪs.tɪk/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1062,characteristic,مشخصه,"This is a characteristic feature of the style.","این یک مشخصه سبک است.","/ˌkær.ək.təˈrɪs.tɪk/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1063,characterize/characterise,ویژگی دادن,"The period was characterized by innovation.","این دوره با نوآوری مشخص می‌شد.","/ˈkær.ək.tə.raɪz/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1064,charge,شارژ,"I need to charge my phone.","من باید گوشیم را شارژ کنم.","/tʃɑːdʒ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1065,charge,مسئولیت,"She's in charge of the project.","او مسئول پروژه است.","/tʃɑːdʒ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1066,chariot,ارابه,"Ancient Romans used chariots in races.","رومیان باستان از ارابه در مسابقات استفاده می‌کردند.","/ˈtʃær.i.ət/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1067,charity,خیریه,"We donated money to charity.","ما به خیریه پول اهدا کردیم.","/ˈtʃær.ɪ.ti/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1068,charm,جذابیت,"The old town has a lot of charm.","شهر قدیمی جذابیت زیادی دارد.","/tʃɑːm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1069,charming,دلربا,"He has a charming personality.","او شخصیتی دلربا دارد.","/ˈtʃɑː.mɪŋ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1070,chart,نمودار,"The chart shows sales figures.","نمودار ارقام فروش را نشان می‌دهد.","/tʃɑːt/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1071,chase,تعقیب,"The police chased the thief.","پلیس دزد را تعقیب کرد.","/tʃeɪs/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1072,chase,دنبال کردن,"He's always chasing new opportunities.","او همیشه در پی فرصت‌های جدید است.","/tʃeɪs/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1073,chat,گفتگو,"Let's chat over coffee.","بیا روی قهوه با هم گپ بزنیم.","/tʃæt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1074,chat,چت,"We had a nice chat yesterday.","دیروز گپ خوبی داشتیم.","/tʃæt/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1075,chat show,برنامه گفتگومحور,"She appeared on a popular chat show.","او در یک برنامه گفتگومحور معروف ظاهر شد.","/ˈtʃæt ʃəʊ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1076,cheap,ارزان,"This shirt was very cheap.","این پیراهن خیلی ارزان بود.","/tʃiːp/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1077,cheat,تقلب,"He was caught cheating on the exam.","او هنگام امتحان تقلب کردنش لو رفت.","/tʃiːt/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1078,check,بررسی,"Please check your answers.","لطفاً پاسخ‌هایت را بررسی کن.","/tʃek/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1079,check,چک کردن,"Check the door before you leave.","قبل از رفتن در را چک کن.","/tʃek/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1080,check-in counter/check-in,پیشخوان ثبت نام,"Go to the check-in counter first.","اول به پیشخوان ثبت نام بروید.","/ˈtʃek.ɪn ˌkaʊn.tər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1081,check-in desk/check-in,میز ثبت نام,"The check-in desk is over there.","میز ثبت نام آن طرف است.","/ˈtʃek.ɪn desk/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1082,checkout,صندوق,"Please pay at the checkout.","لطفاً در صندوق پرداخت کنید.","/ˈtʃek.aʊt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1083,checkpoint,ایست بازرسی,"There's a security checkpoint ahead.","جلوی شما یک ایست بازرسی امنیتی است.","/ˈtʃek.pɔɪnt/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1084,cheek,گونه,"She kissed him on the cheek.","او را روی گونه بوسید.","/tʃiːk/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1085,cheeky,بی‌ادبانه,"That was a cheeky remark!","این یک اظهار نظر بی‌ادبانه بود!","/ˈtʃiː.ki/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1086,cheer,تشویق,"The crowd cheered loudly.","جمعیت با صدای بلند تشویق کردند.","/tʃɪər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1087,cheerful,شاد,"She has a cheerful personality.","او شخصیتی شاد دارد.","/ˈtʃɪə.fəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1088,cheerfully,با شادی,"He smiled cheerfully.","او با شادی لبخند زد.","/ˈtʃɪə.fəl.i/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1089,cheerfulness,شادمانی,"Her cheerfulness is contagious.","شادمانی او مسری است.","/ˈtʃɪə.fəl.nəs/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1090,cheese,پنیر,"I like cheese on my sandwich.","من پنیر روی ساندویچم را دوست دارم.","/tʃiːz/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1091,chef,آشپز,"The chef prepared a delicious meal.","آشپز یک غذای خوشمزه آماده کرد.","/ʃef/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1092,chemical,شیمیایی,"Be careful with those chemicals.","با آن مواد شیمیایی مراقب باشید.","/ˈkem.ɪ.kəl/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1093,chemical,مواد شیمیایی,"The factory produces industrial chemicals.","کارخانه مواد شیمیایی صنعتی تولید می‌کند.","/ˈkem.ɪ.kəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1094,chemist,شیمیدان,"She works as a research chemist.","او به عنوان شیمیدان پژوهشی کار می‌کند.","/ˈkem.ɪst/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1095,chemistry,شیمی,"I studied chemistry in university.","من در دانشگاه شیمی خواندم.","/ˈkem.ɪ.stri/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1096,chemotherapy,شیمی‌درمانی,"He's undergoing chemotherapy.","او در حال شیمی‌درمانی است.","/ˌkiː.məʊˈθer.ə.pi/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1097,cheque,چک,"Please pay by cheque or credit card.","لطفاً با چک یا کارت اعتباری پرداخت کنید.","/tʃek/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1098,cherish,گرامی داشتن,"I cherish our friendship.","من دوستی ما را گرامی می‌دارم.","/ˈtʃer.ɪʃ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1099,cherished,عزیز,"This is my most cherished possession.","این عزیزترین دارایی من است.","/ˈtʃer.ɪʃt/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1100,cherry,گیلاس,"She made a cherry pie.","او یک پای گیلاس درست کرد.","/ˈtʃer.i/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1101,chess,شطرنج,"Do you know how to play chess?","آیا بلدی شطرنج بازی کنی؟","/tʃes/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1102,chest,سینه,"He has pain in his chest.","او درد در سینه‌اش دارد.","/tʃest/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1103,chest of drawers,کمد لباس,"Put the clothes in the chest of drawers.","لباس‌ها را در کمد لباس بگذار.","/ˌtʃest əv ˈdrɔːz/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1104,chew,جویدن,"Chew your food properly.","غذایت را خوب بجو.","/tʃuː/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1105,chewing gum,آدامس,"No chewing gum in class.","در کلاس آدامس جویدن ممنوع است.","/ˈtʃuː.ɪŋ ɡʌm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1106,chicken,مرغ,"We're having chicken for dinner.","برای شام مرغ داریم.","/ˈtʃɪk.ɪn/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1107,chief,رئیس,"She's the chief editor of the magazine.","او سردبیر مجله است.","/tʃiːf/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1108,chief,اصلی,"The chief reason was cost.","دلیل اصلی هزینه بود.","/tʃiːf/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1109,child,کودک,"Every child needs love.","هر کودکی به محبت نیاز دارد.","/tʃaɪld/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1110,childhood,کودکی,"I had a happy childhood.","من کودکی شادی داشتم.","/ˈtʃaɪld.hʊd/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1111,childish,بچگانه,"That was a childish thing to do.","این کار یک رفتار بچگانه بود.","/ˈtʃaɪl.dɪʃ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1112,chili/chilli,فلفل تند,"This soup is too spicy with chili.","این سوپ با فلفل تند خیلی تند است.","/ˈtʃɪl.i/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1113,chimney,دودکش,"Smoke was coming from the chimney.","دود از دودکش بیرون می‌آمد.","/ˈtʃɪm.ni/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1114,chimpanzee,شامپانزه,"We saw chimpanzees at the zoo.","ما شامپانزه‌ها را در باغ وحش دیدیم.","/ˌtʃɪm.pænˈziː/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1115,chin,چانه,"He rubbed his chin thoughtfully.","او به فکر فرو رفته چانه‌اش را مالید.","/tʃɪn/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1116,chip,تراشه,"This computer has a new processor chip.","این کامپیوتر تراشه پردازنده جدیدی دارد.","/tʃɪp/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1117,chirp,جیک جیک,"The birds chirp in the morning.","پرندگان صبح‌ها جیک جیک می‌کنند.","/tʃɜːp/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1118,chocolate,شکلات,"I love dark chocolate.","من شکلات تلخ را دوست دارم.","/ˈtʃɒk.lət/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1119,choice,انتخاب,"It was a difficult choice.","این یک انتخاب دشوار بود.","/tʃɔɪs/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1120,choir,گروه کُر,"She sings in the school choir.","او در گروه کُر مدرسه می‌خواند.","/ˈkwaɪər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1121,choke,خفه شدن,"He choked on a piece of food.","او روی یک تکه غذا خفه شد.","/tʃəʊk/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1122,choose,انتخاب کردن,"Choose your favorite color.","رنگ مورد علاقه‌ات را انتخاب کن.","/tʃuːz/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1123,chop,خرد کردن,"Chop the onions finely.","پیازها را ریز خرد کن.","/tʃɒp/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1124,Christian,مسیحی,"They celebrate Christian holidays.","آن‌ها تعطیلات مسیحی را جشن می‌گیرند.","/ˈkrɪs.tʃən/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
